book_delta│book_imbalance│mid_price│timestamp
0.0│-0.1096388196222748│88199500.0│2024-05-01 00:03:55.962153
0.0│-0.1096388196222748│88199500.0│2024-05-01 00:03:56.962153
0.0│-0.557826138840454│88199500.0│2024-05-01 00:03:57.962154
0.0│-0.564121038063064│88199500.0│2024-05-01 00:03:58.962154
0.0│-0.5787543152398511│88199500.0│2024-05-01 00:03:59.962155
0.0│-0.5805978880081673│88199500.0│2024-05-01 00:04:00.962155
0.0│-0.5805978880081673│88199500.0│2024-05-01 00:04:01.962156
0.0│-0.57505087232349│88199500.0│2024-05-01 00:04:02.962157
0.0│-0.57505087232349│88199500.0│2024-05-01 00:04:03.962157
0.0│-0.620545779187869│88199500.0│2024-05-01 00:04:04.962159
0.0│-0.624885386703195│88199500.0│2024-05-01 00:04:05.962159
3000.0│-0.6903449315528485│88202500.0│2024-05-01 00:04:06.962159
-7000.0│-0.6635045839563943│88195500.0│2024-05-01 00:04:07.962159
0.0│-0.6902309752477419│88195500.0│2024-05-01 00:04:08.962159
0.0│-0.6960103925578884│88195500.0│2024-05-01 00:04:09.962159
0.0│-0.7558244894421479│88195500.0│2024-05-01 00:04:10.962161
-2500.0│-0.7082941256955584│88193000.0│2024-05-01 00:04:11.962163
-19500.0│-0.7958240958253603│88173500.0│2024-05-01 00:04:12.962164
-25000.0│-0.5333474669731989│88148500.0│2024-05-01 00:04:13.962164
8000.0│-0.5299582599837702│88156500.0│2024-05-01 00:04:14.962165
4500.0│-0.5216792061663394│88161000.0│2024-05-01 00:04:15.962166
-500.0│-0.5473055264044677│88160500.0│2024-05-01 00:04:16.962167
0.0│-0.5523266946117913│88160500.0│2024-05-01 00:04:17.962167
0.0│-0.5524786379336207│88160500.0│2024-05-01 00:04:18.962168
-1000.0│-0.5376598905000102│88159500.0│2024-05-01 00:04:19.962168
0.0│-0.5031220873301835│88159500.0│2024-05-01 00:04:20.962168
0.0│-0.5180867433650523│88159500.0│2024-05-01 00:04:21.962168
8500.0│-0.5098066191996069│88168000.0│2024-05-01 00:04:22.962170
0.0│-0.5143745064466042│88168000.0│2024-05-01 00:04:23.962171
0.0│-0.5197422243186594│88168000.0│2024-05-01 00:04:24.962172
0.0│-0.5051772501940855│88168000.0│2024-05-01 00:04:25.962173
0.0│-0.526067632374995│88168000.0│2024-05-01 00:04:26.962175
0.0│-0.5211318014923004│88168000.0│2024-05-01 00:04:27.962176
0.0│-0.5211318014923004│88168000.0│2024-05-01 00:04:28.962178
-17000.0│-0.5220909016311905│88151000.0│2024-05-01 00:04:29.962178
0.0│-0.5220909016311905│88151000.0│2024-05-01 00:04:30.962180
37000.0│-0.8155956122651956│88188000.0│2024-05-01 00:04:31.962180
0.0│-0.7720086571148622│88188000.0│2024-05-01 00:04:32.962182
0.0│-0.7728690627108266│88188000.0│2024-05-01 00:04:33.962183
0.0│-0.8021056645622867│88188000.0│2024-05-01 00:04:34.962184
0.0│-0.7985499549065327│88188000.0│2024-05-01 00:04:35.962186
-22500.0│-0.767509549251914│88165500.0│2024-05-01 00:04:36.962188
