price|quantity|type|timestamp
4743000|4.0021|1|2024-04-29 00:04:27
4738000|4.1113|0|2024-04-29 00:04:32
4735000|15.3405|0|2024-04-29 00:04:32
4734000|0.0886|0|2024-04-29 00:04:32
4733000|0.0037|0|2024-04-29 00:04:32
4732000|1.8997|0|2024-04-29 00:04:32
4739000|1.5623|1|2024-04-29 00:04:32
4740000|0.4666|1|2024-04-29 00:04:32
4741000|7.12|1|2024-04-29 00:04:32
4742000|3.1022|1|2024-04-29 00:04:32
4743000|9.3321|1|2024-04-29 00:04:32
4738000|4.1113|0|2024-04-29 00:04:37
4735000|15.0046|0|2024-04-29 00:04:37
4734000|0.4243|0|2024-04-29 00:04:37
4733000|1.2108|0|2024-04-29 00:04:37
4732000|1.8997|0|2024-04-29 00:04:37
4739000|1.5089|1|2024-04-29 00:04:37
4740000|0.4666|1|2024-04-29 00:04:37
4741000|7.12|1|2024-04-29 00:04:37
4742000|3.1022|1|2024-04-29 00:04:37
4743000|9.3321|1|2024-04-29 00:04:37
4739000|0.606|0|2024-04-29 00:04:42
4738000|4.0333|0|2024-04-29 00:04:42
4735000|15.0046|0|2024-04-29 00:04:42
4734000|0.0886|0|2024-04-29 00:04:42
4733000|0.3445|0|2024-04-29 00:04:42
4740000|4.7667|1|2024-04-29 00:04:42
4741000|7.12|1|2024-04-29 00:04:42
4742000|3.1022|1|2024-04-29 00:04:42
4743000|9.3321|1|2024-04-29 00:04:42
4744000|19.8734|1|2024-04-29 00:04:42
4739000|0.4949|0|2024-04-29 00:04:47
4738000|4.0333|0|2024-04-29 00:04:47
4735000|15.0046|0|2024-04-29 00:04:47
4734000|1.232|0|2024-04-29 00:04:47
4733000|0.3448|0|2024-04-29 00:04:47
4740000|11.7756|1|2024-04-29 00:04:47
4742000|5.33|1|2024-04-29 00:04:47
4743000|8.4343|1|2024-04-29 00:04:47
4744000|19.8734|1|2024-04-29 00:04:47
4745000|11.0167|1|2024-04-29 00:04:47
4739000|0.4443|0|2024-04-29 00:04:52
4738000|4.0333|0|2024-04-29 00:04:52
4735000|15.0046|0|2024-04-29 00:04:52
4734000|0.0252|0|2024-04-29 00:04:52
4733000|0.3448|0|2024-04-29 00:04:52
