89502000|0.3338|1|2024-04-30 00:01:38
89510000|0.0356|1|2024-04-30 00:01:38
89520000|0.0556|1|2024-04-30 00:01:38
89531000|1.2771|1|2024-04-30 00:01:38
89501000|0.0151|0|2024-04-30 00:01:43
89500000|0.0001|0|2024-04-30 00:01:43
89488000|0.0003|0|2024-04-30 00:01:43
89475000|0.0007|0|2024-04-30 00:01:43
89448000|0.016|0|2024-04-30 00:01:43
89502000|0.0051|1|2024-04-30 00:01:43
89510000|0.0356|1|2024-04-30 00:01:43
89518000|0.317|1|2024-04-30 00:01:43
89530000|0.1235|1|2024-04-30 00:01:43
89541000|0.0584|1|2024-04-30 00:01:43
89500000|0.0009|0|2024-04-30 00:01:48
89488000|0.0001|0|2024-04-30 00:01:48
89475000|0.0007|0|2024-04-30 00:01:48
89456000|0.0438|0|2024-04-30 00:01:48
89452000|0.016|0|2024-04-30 00:01:48
89502000|0.0358|1|2024-04-30 00:01:48
89510000|0.0356|1|2024-04-30 00:01:48
89552000|0.1235|1|2024-04-30 00:01:48
89553000|0.0563|1|2024-04-30 00:01:48
89565000|2.7002|1|2024-04-30 00:01:48
